date	param-Operations	value	success	cilo	cihi	units	complete
2014-05-16T08:46:02Z	100	165.9885	true	-19381904248.761	19381904580.738	ms	"162.944 169.033"
2014-05-16T08:46:02Z	200	366.356	true	-169652937964.618	169652938697.330	ms	"339.707 393.005"
2014-05-16T08:46:02Z	400	586.6025	true	-341600892183.578	341600893356.783	ms	"532.944 640.261"
2014-05-16T10:15:48Z	100	68.315	true	-5233018630.625	5233018767.255	ms	"67.493 69.137"
2014-05-16T10:15:48Z	200	885.8919999999999	true	-4790535772665.310	4790535774437.093	ms	"133.397 1638.387"
2014-05-16T10:15:48Z	400	180.334	true	-14686829671.801	14686830032.469	ms	"178.027 182.641"
2014-05-16T10:15:48Z	800	1076.0610000000001	true	-4266482690651.091	4266482692803.213	ms	"405.884 1746.238"
2014-05-16T10:15:48Z	1600	893.7265	true	-364041756735.048	364041758522.501	ms	"836.543 950.91"
2014-05-16T10:15:48Z	3200	1991.3110000000001	true	-594329592506.220	594329596488.842	ms	"1897.954 2084.668"
2014-05-16T10:15:48Z	6400	4178.466	true	-6385581513899.251	6385581522256.183	ms	"3175.422 5181.51"
2014-05-16T10:15:48Z	12800	6345.6695	true	-858682976186.106	858682988877.445	ms	"6210.788 6480.551"
2014-05-16T10:15:48Z	25600	14376.016	true	-7011563858504.740	7011563887256.771	ms	"13274.643 15477.389"
2014-05-16T10:15:48Z	51200	35299.549	true	-6114177525146.510	6114177595745.607	ms	"34339.137 36259.961"
2014-05-16T10:15:48Z	102400	58859.3875	true	-31713516103043.950	31713516220762.723	ms	"53877.844 63840.931"
2014-05-16T17:20:00Z	100	116.1315	true	-160342366624.574	160342366856.837	ms	"90.945 141.318"
2014-05-16T17:20:00Z	200	163.83100000000002	true	-181564103599.889	181564103927.551	ms	"135.311 192.351"
2014-05-16T17:20:00Z	400	662.387	true	-2366037465971.870	2366037467296.644	ms	"290.731 1034.043"
2014-05-16T17:20:00Z	800	1120.838	true	-3627214070566.423	3627214072808.099	ms	"551.077 1690.599"
2014-05-16T17:20:00Z	1600	2206.366	true	-7823751291079.996	7823751295492.729	ms	"977.415 3435.317"
2014-05-16T17:20:00Z	3200	2715.485	true	-2476452885225.853	2476452890656.823	ms	"2326.485 3104.485"
2014-05-16T17:20:00Z	6400	4781.635	true	-5870772157932.934	5870772167496.203	ms	"3859.457 5703.813"
2014-05-16T17:20:00Z	12800	9795.739	true	-8513077356121.470	8513077375712.948	ms	"8458.509 11132.969"
2014-05-16T17:20:00Z	25600	17074.434999999998	true	-10101387650810.310	10101387684959.182	ms	"15487.714 18661.156"
2014-05-16T17:20:00Z	51200	34210.5945	true	-3867687798820.255	3867687867241.444	ms	"33603.06 34818.129"
2014-05-16T17:20:00Z	102400	77207.843	true	-52750572747676.766	52750572902092.450	ms	"68921.809 85493.877"
