date	param-Operations	value	success	cilo	cihi	units	complete
2014-05-16T21:12:01Z	100	76.95479999999999	true	-4053.344	4207.254	ms	"60.949 74.978 106.997 62.049 79.801"
2014-05-16T21:12:01Z	200	122.3916	true	-2862.048	3106.831	ms	"106.853 112.701 119.993 134.706 137.705"
2014-05-16T21:12:01Z	400	220.171	true	-3541.453	3981.795	ms	"205.117 207.384 215.134 226.626 246.594"
2014-05-16T21:12:01Z	800	417.5496	true	-8774.247	9609.346	ms	"376.942 390.418 415.807 419.913 484.668"
2014-05-16T21:12:01Z	1600	865.521	true	-20957.836	22688.878	ms	"796.963 837.259 841.138 813.321 1038.924"
2014-05-16T21:12:01Z	3200	1899.3394	true	-42537.276	46335.955	ms	"1708.231 1817.977 1845.598 1886.39 2238.501"
2014-05-16T21:12:01Z	6400	3628.47	true	-46843.508	54100.448	ms	"3493.001 3493.167 3558.954 3565.58 4031.648"
2014-05-16T21:12:01Z	12800	9651.619200000001	true	-403189.302	422492.541	ms	"8434.4 10090.822 12170.457 7300.994 10261.423"
2014-05-16T21:12:01Z	25600	17550.8168	true	-507628.211	542729.845	ms	"15645.718 17052.832 17218.819 16198.762 21637.953"
2014-05-16T21:12:01Z	51200	35311.381199999996	true	-418618.635	489241.397	ms	"34287.736 36736.542 36913.593 32168.155 36450.88"
2014-05-16T21:12:01Z	102400	71241.5554	true	-737026.391	879509.502	ms	"67995.254 70603.898 71698.773 68693.658 77216.194"
